"","translatedText","detectedSourceLanguage","text"
"3858","block noodles","fr","nouilles a la block"
"3859","Roast beef with tartar sauce","de","Roastbeef mit Remoulade"
"3860","Mixed Tea","en","Mixed Tea"
"3861","MIlk, Pint Pitcher","en","MIlk, Pint Pitcher"
"3862","California Oyster Cocktail","en","California Oyster Cocktail"
"3863","Fresh mushrooms sautes","en","Fresh mushrooms sautes"
"3864","American Lemonade","en","American Lemonade"
"3865","Fresh mushrooms sautes, under glass","en","Fresh mushrooms sautes, under glass"
"3866","Calf's brains with black butter","fr","Calf's brains au beurre noir"
"3867","Kidneys broiled","en","Kidneys broiled"
"3868","Oatmeal Mush with Pure Cream","en","Oatmeal Mush with Pure Cream"
"3869","Hot Cakes with Pure Honey","en","Hot Cakes with Pure Honey"
"3870","Squab on toast","en","Squab on toast"
"3871","Corn Cakes and Coffee","en","Corn Cakes and Coffee"
"3872","Calf's liver","en","Calf's liver"
"3873","Toke Points Mignonette","en","Toke Points Mignonette"
"3874","Rice Cakes and Coffee","en","Rice Cakes and Coffee"
"3875","Potato Cakes","en","Potato Cakes"
"3876","Corn Mush","en","Corn Mush"
"3877","Chicken broiled  half","en","Chicken broiled  half"
"3878","Toke Points","en","Toke Points"
"3879","Doughnuts and Coffee","en","Doughnuts and Coffee"
"3880","Chicken deviled, half","en","Chicken deviled, half"
"3881","French Toast","en","French Toast"
"3882","California Oysters","en","California Oysters"
"3883","German Toast","en","German Toast"
"3884","Chicken cutlet","en","Chicken cutlet"
"3885","Pie, per cut","en","Pie, per cut"
"3886","Cauliflower, sauce hollandaise or butter","en","Cauliflower, sauce hollandaise or butter"
"3887","Plate Assorted Cake","en","Plate Assorted Cake"
"3888","Fritters, Banana","en","Fritters, Banana"
"3889","Fritters, Pineapple","en","Fritters, Pineapple"
"3890","Chicken curry with rice","en","Chicken curry with rice"
"3891","Chicken saute, Marengo","en","Chicken saute, Marengo"
"3892","Oysters fricassee","en","Oysters fricassee"
"3893","Chicken a la Terrapin","en","Chicken a la Terrapin"
"3894","Oysters escaloped","en","Oysters escaloped"
"3895","Chicken a la Maryland","en","Chicken a la Maryland"
"3896","Oysters fried","en","Oysters fried"
"3897","Chicken roasted","en","Chicken roasted"
"3898","Chicken roasted half","en","Chicken roasted half"
"3899","Chicken hash","en","Chicken hash"
"3900","Spinach, or a la creme","en","Spinach, or a la creme"
"3901","Chicken hash with green peppers","en","Chicken hash with green peppers"
"3902","BLUE POINT OR CAPE COD OYSTERS","en","BLUE POINT OR CAPE COD OYSTERS"
"3903","Chicken liver saute","en","Chicken liver saute"
"3904","Consume Royal","fr","Consomme Royal"
"3905","Chicken Printaniere","en","Chicken Printaniere"
"3906","Cream of cauliflower, Dubarry","en","Cream of cauliflower, Dubarry"
"3907","Soup","de","Suppe"
"3908","Consumes Napier","fr","Consomme Napier"
"3909","Fish with sauce and potatoes","de","Fisch mit Sauce und Kartoffeln"
"3910","Roast beef with vegetables and a side dish","de","Roastbeef mit Gemuse und Beilage"
"3911","Consumed in Andalusia","fr","Consomme a l'Andalouse"
"3912","wine","en","wine"
"3913","Roast and salad","de","Braten und Salat"
"3914","list","en","list"
"3915","Sweet dish and dessert","de","Suss-Speise und Dessert"
"3916","Puree of peas with croutons","fr","Puree of peas aux croutons"
"3917","Mushrooms, canned","en","Mushrooms, canned"
"3918","G.H. Mumm, Extra Dry","en","G.H. Mumm, Extra Dry"
"3919","Hot Boston Brown Bread","en","Hot Boston Brown Bread"
"3920","Fish in sauce and potatoes","fr","Poisson en sauce et pommes de terre"
"3921","Roast beef with vegetables and hors d'oeuvres","fr","Roastbeef avec legume et hors d'oeuvres"
"3922","Baked White Fish, Parsley Sauce","en","Baked White Fish, Parsley Sauce"
"3923","Entremets and dessert","fr","Entremets et dessert"
"3924","Bisque of Ecrevisses","en","Bisque of Ecrevisses"
"3925","Calf's Liver Saute with Bacon","en","Calf's Liver Saute with Bacon"
"3926","Brabant apples","fr","Pommes Brabant"
"3927","Macaroni, Italian","fr","Macaroni, italienne"
"3928","Boiled Steamers with Sauer Kraut","de","Boiled Steamers with Sauer Kraut"
"3929","Broth","fr","Bouillon"
"3930","Cup of strained chicken gumbo","en","Cup of strained chicken gumbo"
"3931","Mutton Kidneys, Mushrooms","en","Mutton Kidneys, Mushrooms"
"3932","Cup consumes","fr","Cup consomme"
"3933","Banana Compote, Wine Sauce","en","Banana Compote, Wine Sauce"
"3934","Cup of hot clam broth","en","Cup of hot clam broth"
"3935","Lettuce and Cabbage Salad","en","Lettuce and Cabbage Salad"
"3936","Macaroni, Neapolitan","fr","Macaroni, napolitaine"
"3937","English Beef Soup","en","English Beef Soup"
"3938","Oyster a la Newburg","en","Oyster a la Newburg"
"3939","Spaghetti, Milanese","fr","Spaghetti, milanaise"
"3940","Minced Ham Sandwich","en","Minced Ham Sandwich"
"3941","Crab Legs Mayonnaise","en","Crab Legs Mayonnaise"
"3942","Cold Boiled Tongue","en","Cold Boiled Tongue"
"3943","Green or Ripe Olives","en","Green or Ripe Olives"
"3944","Fresh asparagus","en","Fresh asparagus"
"3945","Cold Boiled Ham","en","Cold Boiled Ham"
"3946","Prime Ribs of Beef, Dish Gravy","en","Prime Ribs of Beef, Dish Gravy"
"3947","ONION SALAD","en","ONION SALAD"
"3948","Baked Fresh Ham, Brown Sauce","en","Baked Fresh Ham, Brown Sauce"
"3949","Cold Boiled Corned Beef","en","Cold Boiled Corned Beef"
"3950","Tomatoes en Suprise","en","Tomatoes en Suprise"
"3951","Potatoes, boiled or baked","en","Potatoes, boiled or baked"
"3952","Cold Boiled Corned Beef, Boston Baked Beans","en","Cold Boiled Corned Beef, Boston Baked Beans"
"3953","Squash","en","Squash"
"3954","Pie","lv","Pie"
"3955","Potatoes, fried or mashed","en","Potatoes, fried or mashed"
"3956","Lemon Snaps","en","Lemon Snaps"
"3957","milk crackers and milk","en","milk crackers and milk"
"3958","Indian Pudding, Brandy Sauce","en","Indian Pudding, Brandy Sauce"
"3959","Potatoes, stewed or lyonnaise","en","Potatoes, stewed or lyonnaise"
"3960","Cold Oat Meal and Milk","en","Cold Oat Meal and Milk"
"3961","Bellevue sofa","fr","Canape Bellevue"
"3962","Raspberry Pie","en","Raspberry Pie"
"3963","Tapioca Pudding","en","Tapioca Pudding"
"3964","Potatoes, sautees","en","Potatoes, sautees"
"3965","Fresh Astrakhan Caviar","en","Fresh Astrakhan Caviar"
"3966","Soft Ginger Bread","en","Soft Ginger Bread"
"3967","Tea Biscuits","en","Tea Biscuits"
"3968","Lunch Cakes","en","Lunch Cakes"
"3969","Pot of Tea","en","Pot of Tea"
"3970","Mug of Coffee","en","Mug of Coffee"
"3971","Potatoes, parisian","fr","Potatoes, parisienne"
"3972","Ginger Snaps","en","Ginger Snaps"
"3973","Wafers","en","Wafers"
"3974","Mug of Chocolate","en","Mug of Chocolate"
"3975","Potatoes, hashed with cream","en","Potatoes, hashed with cream"
"3976","Cup of Tea","en","Cup of Tea"
"3977","Potatoes, gratin cream","fr","Potatoes, creme au gratin"
"3978","Orange Jelly","en","Orange Jelly"
"3979","Potatoes, croquettes","en","Potatoes, croquettes"
"3980","Dates","en","Dates"
"3981","Nuts","en","Nuts"
"3982","Potted Shrimps","en","Potted Shrimps"
"3983","Boston Cream Puffs","en","Boston Cream Puffs"
"3984","Banquet Wafers","en","Banquet Wafers"
"3985","Graham Crackers and Milk","en","Graham Crackers and Milk"
"3986","Oat Meal and Milk","en","Oat Meal and Milk"
"3987","Roast Mutton","en","Roast Mutton"
"3988","Edam Cheese","en","Edam Cheese"
"3989","Shredded Wheat and Milk","en","Shredded Wheat and Milk"
"3990","Onion Sauce","en","Onion Sauce"
"3991","Water Crackers","en","Water Crackers"
"3992","Pies of the Season","en","Pies of the Season"
"3993","Corned Pork","en","Corned Pork"
"3994","Ceylon Tea","en","Ceylon Tea"
"3995","Cold Rice and Milk","en","Cold Rice and Milk"
"3996","Sour Pickles","en","Sour Pickles"
"3997","Half Broiled Live Lobster, Chili Sauce","en","Half Broiled Live Lobster, Chili Sauce"
"3998","Fried Shad Roe, with Bacon","en","Fried Shad Roe, with Bacon"
"3999","Clams Chowder","en","Clams Chowder"
"4000","Frog Legs, Breaded, Tartar Sauce","en","Frog Legs, Breaded, Tartar Sauce"
"4001","Beefsteaks to Order","en","Beefsteaks to Order"
"4002","Black Bass a la Chambord","en","Black Bass a la Chambord"
"4003","chicken pot pie american style","en","chicken pot pie american style"
"4004","Boiled ham and Spinach","en","Boiled ham and Spinach"
"4005","Lyon tripe","fr","Tripes lyonnaise"
"4006","oxtails porto wine sauce","en","oxtails porto wine sauce"
"4007","Boneless Pig's Feet, a la Vinaigrette","en","Boneless Pig's Feet, a la Vinaigrette"
"4008","Stewed pears","en","Stewed pears"
"4009","frankfurter and sauerkraut","de","frankfurter and sauerkraut"
"4010","pint french claret","en","pint french claret"
"4011","Wiener Chicken, Green Salad","lb","Wiener Backhuhn, Grunen Salat"
"4012","toasted crackers","en","toasted crackers"
"4013","Fried apples with pork","en","Fried apples with pork"
"4014","prime ribs of beef, extra cut","en","prime ribs of beef, extra cut"
"4015","leg lamb, mint sauce","en","leg lamb, mint sauce"
"4016","Fried Virginia Ham with Lyonaise Patatoes","en","Fried Virginia Ham with Lyonaise Patatoes"
"4017","far pork, apple sauce","fr","loin pork, apple sauce"
"4018","Corned Beef Hash with Poached Eggs","en","Corned Beef Hash with Poached Eggs"
"4019","Steamed English muffins","en","Steamed English muffins"
"4020","Corn cake toast","en","Corn cake toast"
"4021","rice pudding","en","rice pudding"
"4022","Imported Frankfurter Sausages","en","Imported Frankfurter Sausages"
"4023","Shredded wheat biscuits with cream","en","Shredded wheat biscuits with cream"
"4024","Welsh Rarebit,","en","Welsh Rarebit,"
"4025","Rochester Ham","en","Rochester Ham"
"4026","Easter egg buns","en","Easter egg buns"
"4027","Oyster broth with cream","en","Oyster broth with cream"
"4028","coffee, tea","en","coffee, tea"
"4029","Broiled Sweetbreads on toast","en","Broiled Sweetbreads on toast"
"4030","Chopped Roast Beef Sandwich, with Peppers","en","Chopped Roast Beef Sandwich, with Peppers"
"4031","Mutton Kidneys, Broiled","en","Mutton Kidneys, Broiled"
"4032","Cup beef tea","en","Cup beef tea"
"4033","Sardine Sandwich, Toasted","en","Sardine Sandwich, Toasted"
"4034","No. 1 Fruit, One Mutton Chop, One Fried Egg, Strip of Broiled Bacon One Hot Roll, Baked Potato Coffee","en","No. 1 Fruit, One Mutton Chop, One Fried Egg, Strip of Broiled Bacon One Hot Roll, Baked Potato Coffee"
"4035","Hothouse tomatoes","en","Hothouse tomatoes"
"4036","Little neck clam stew","en","Little neck clam stew"
"4037","pomeranian goose breast","de","pommersche gansebrust"
"4038","No. 2 Single Mutton Chop Baked Potato, Hot Roll Coffee","en","No. 2 Single Mutton Chop Baked Potato, Hot Roll Coffee"
"4039","Green onions (scallions)","en","Green onions (scallions)"
"4040","POTATOES: Croquettes","en","POTATOES: Croquettes"
"4041","terrapin Maryland","en","terrapin Maryland"
"4042","POTATOES: Julienne","en","POTATOES: Julienne"
"4043","Mixed slaw","en","Mixed slaw"
"4044","Tartar-Beefsteak","en","Tartar-Beefsteak"
"4045","Tripe Saute a la Creole","es","Tripe Saute a la Creole"
"4046","broiled beef steak french fried","en","broiled beef steak french fried"
"4047","Beech-nut ham, country style","en","Beech-nut ham, country style"
"4048","Long island brook trout (fried or broiled)","en","Long island brook trout (fried or broiled)"
"4049","broiled lamb chops french fried","en","broiled lamb chops french fried"
"4050","Bismarck Herring","en","Bismarck Herring"
"4051","Lobster mayonnaise","de","Majonnaise von Hummer"
"4052","Capon sautéed, fine herbs","fr","Capon livers sautes, fines herbes"
"4053","broiled pork chops french fried","en","broiled pork chops french fried"
"4054","fried scaloppes with bacon","en","fried scaloppes with bacon"
"4055","Lamb cutlets with French peas","en","Lamb cutlets with French peas"
"4056","Pompano Papillote","fr","Pompano Papillote"
"4057","sweet cider","en","sweet cider"
"4058","imported sardines","en","imported sardines"
"4059","North River shad","en","North River shad"
"4060","imported Camembert cheese","en","imported Camembert cheese"
"4061","Filets mignon, fresh mushrooms","fr","Filets mignons, fresh mushrooms"
"4062","special black coffee 1/2 cup","fr","special coffee noir 1/2 tasse"
"4063","Flounder in shell au gratin","fr","Flounder en coquille au gratin"
"4064","Filet Mignon Imperial","fr","Filet Mignon Imperial"
"4065","Broiled 1/2 Spring Chicken","en","Broiled 1/2 Spring Chicken"
"4066","Scrambled eggs, Equinox","en","Scrambled eggs, Equinox"
"4067","Chicken Saute with Fresh Mushrooms","en","Chicken Saute with Fresh Mushrooms"
"4068","Poached eggs, Philadelphia style","en","Poached eggs, Philadelphia style"
"4069","Native kingfish, brown butter","fr","Native kingfish, beurre noisette"
"4070","No. 3 Single Pork Chop Baked Potato, Hot Roll Coffee","en","No. 3 Single Pork Chop Baked Potato, Hot Roll Coffee"
"4071","Shirred eggs a la Montagnarde","fr","Shirred eggs a la Montagnarde"
"4072","Poached eggs a la Russe","en","Poached eggs a la Russe"
"4073","Filet of Sole Mornay","en","Filet of Sole Mornay"
"4074","navel oranges","en","navel oranges"
"4075","Omelette with crab flakes","en","Omelette with crab flakes"
"4076","Codfish tongues, black butter","en","Codfish tongues, black butter"
"4077","oranges (2)","en","oranges (2)"
"4078","No. 4 Small Breakfast Steak Baked Potato, Hot Roll Coffee","en","No. 4 Small Breakfast Steak Baked Potato, Hot Roll Coffee"
"4079","Lamb Chops, Victor Hugo","en","Lamb Chops, Victor Hugo"
"4080","Soft shell crabs, Baltimore style","en","Soft shell crabs, Baltimore style"
"4081","Shredded haddie with cream","en","Shredded haddie with cream"
"4082","Broiled Calf's Liver, Italian sauce","en","Broiled Calf's Liver, Italian sauce"
"4083","Soft clams in butter on anchovy toast","en","Soft clams in butter on anchovy toast"
"4084","No. 5 Cereal with Cream Coffee, Rolls or Toast","en","No. 5 Cereal with Cream Coffee, Rolls or Toast"
"4085","Fricassee of Turkey Wings, Fresh Mushrooms","en","Fricassee of Turkey Wings, Fresh Mushrooms"
"4086","Gourmet Soup","fr","Potage Gastronome"
"4087","broiled bacon with greens","en","broiled bacon with greens"
"4088","No. 6 Fruit, Plain Omelette Coffee, Hot Roll","en","No. 6 Fruit, Plain Omelette Coffee, Hot Roll"
"4089","curry of spring lamb with rice","en","curry of spring lamb with rice"
"4090","mixed fancy cakes","en","mixed fancy cakes"
"4091","Sprig","en","Sprig"
"4092","French Pancake a la Gottlieb","en","French Pancake a la Gottlieb"
"4093","No. 7 Sunday Morning Baked Beans, Half Portion Fish Ball (1), Coffee Brown Bread","en","No. 7 Sunday Morning Baked Beans, Half Portion Fish Ball (1), Coffee Brown Bread"
"4094","Extra Rolls","en","Extra Rolls"
"4095","Mallard","en","Mallard"
"4096","Sand Dabs Meunier","en","Sand Dabs Meunier"
"4097","Orig. Pilsener Actien","de","Orig. Pilsener Actien"
"4098","apple pudding","en","apple pudding"
"4099","Malossol caviar","ca","Malossol caviar"
"4100","hot-house grapes","en","hot-house grapes"
"4101","OYSTERS ON HALF SHELL","en","OYSTERS ON HALF SHELL"
"4102","sweet potato pie","en","sweet potato pie"
"4103","Nurnberger Siechen","en","Nurnberger Siechen"
"4104","Egg-plant, Athenian","en","Egg-plant, Athenian"
"4105","baked oyster-plant","en","baked oyster-plant"
"4106","Red cabbage, Russian style","en","Red cabbage, Russian style"
"4107","Bk'd Sweet Apples, Cream","en","Bk'd Sweet Apples, Cream"
"4108","Herring filets in white wine","en","Herring filets in white wine"
"4109","Engl. Of","ro","Engl. Ale"
"4110","Stewed Prunes and Cream","en","Stewed Prunes and Cream"
"4111","Blue Point on Clam Cocktail","en","Blue Point on Clam Cocktail"
"4112","Cream of asparagus","en","Cream of asparagus"
"4113","brussel sprouts in butter","en","brussel sprouts in butter"
"4114","Goose Liver Pate from Foie gras-One","pt","Goose Liver Pate de Foie gras-One"
"4115","Longchamps","fr","Longchamps"
"4116","hot-house asparagus","en","hot-house asparagus"
"4117","Consume, Sultana","fr","Consomme, Sultane"
"4118","fresh strawberry ice cream","en","fresh strawberry ice cream"
"4119","Roast beef in Clermont","ro","Roastbeef a la Clermont"
"4120","Spring, tapioca","fr","Printanier, tapioca"
"4121","Pineapple Preserve","en","Pineapple Preserve"
"4122","German Mettwurst","en","German Mettwurst"
"4123","Peach Preserve","en","Peach Preserve"
"4124","Smelts, English style","en","Smelts, English style"
"4125","Quaker Oats & Cream","en","Quaker Oats & Cream"
"4126","Plain Omelets","en","Plain Omelets"
"4127","Filets of English sole, Baratte","en","Filets of English sole, Baratte"
"4128","Beefsteaks","en","Beefsteaks"
"4129","Bluefish, Bercy","en","Bluefish, Bercy"
"4130","Devilled Kidneys","en","Devilled Kidneys"
"4131","Tripe Lyonaise","en","Tripe Lyonaise"
"4132","Salmon in red wine","en","Salmon in red wine"
"4133","Cherry Preserve","en","Cherry Preserve"
"4134","Fried Bacon","en","Fried Bacon"
"4135","Salad","fr","Salade"
"4136","Pure Currant Jelly","en","Pure Currant Jelly"
"4137","Crab meat, Florentine","en","Crab meat, Florentine"
"4138","Frogs' legs, Chicken","fr","Frogs' legs, Poulette"
"4139","Potted Young Duckling, at the Hunter","fr","Potted Young Duckling, au Chasseur"
"4140","Lobster, Rothschild","en","Lobster, Rothschild"
"4141","Timbales of Spaghetti, Milanese","fr","Timbales of Spaghetti, Milanaise"
